SKU,Product Title,Order ID,Shipping Province,Date,Product Price,Compare At price,Net Sales,Discount,Net Quantity,Status,Color,Brand,Group,Department,Class,Sub-Class,Collection,Customer Type
34576,Jordan Women's 1 Low SE Worn Blue / White - Gum Light Brown,6.26E+12,British Columbia,12-21-2025 00:43,100,165,100,0,1,Markdown,BLU,Jordan,Footwear,Womens Footwear,Basketball,Lifestyle,AJ1 LOW,First Time Customer
[Shippin,[Shipping],6.26E+12,British Columbia,12-21-2025 00:43,0,0,0,0,0,Full Price,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,First Time Customer
8225,Nike Air Force 1 '07 White / White - White,6.26E+12,British Columbia,12-21-2025 00:51,150,0,150,0,1,Full Price,WHT,Nike,Footwear,Mens Footwear,Basketball,Retro,AIR FORCE 1,First Time Customer
[Shippin,[Shipping],6.26E+12,British Columbia,12-21-2025 00:51,0,0,0,0,0,Full Price,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,First Time Customer
31236,New Balance 740 Linen / Timberwolf,6.26E+12,Ontario,12-21-2025 00:53,80,140,80,0,1,Markdown,WHT,New Balance,Footwear,Mens Footwear,Running,Lifestyle,740,Returning Customer
[Shippin,[Shipping],6.26E+12,Ontario,12-21-2025 00:53,0,0,0,0,0,Full Price,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Returning Customer
25378,Nike Everyday Plus Cushioned Crew Socks (6 Pack) / Multi-Color,6.26E+12,Ontario,12-21-2025 00:54,34,0,31.92,-2.08,1,Full Price,MUL,Nike,Accessories,Clothing Accessories,Socks,Crew,,First Time Customer
42699,adidas Women's Samba OG Off White / Earth Strata - Gum,6.26E+12,Ontario,12-21-2025 00:54,130,130,122.08,-7.92,1,Full Price,WHT,adidas,Footwear,Womens Footwear,Athletic Casual,Court Inspired,SAMBA,First Time Customer
[Shippin,[Shipping],6.26E+12,Ontario,12-21-2025 00:54,0,0,0,0,0,Full Price,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,First Time Customer
43756,Hoodrich Women's Totem Mid Length Fullzip Hoodie / Pink,6.26E+12,Ontario,12-21-2025 00:57,70,130,70,0,1,Markdown,PNK,HOODRICH,Apparel,Womens Apparel,Mid Layer,Sweatshirt,,Returning Customer
47861,New Balance Juniors' 1906 Eclipse / Pink Taffy,6.26E+12,Ontario,12-21-2025 00:57,90,130,90,0,1,Markdown,BLK,New Balance,Footwear,Junior Footwear,Running,Lifestyle,NEW BALANCE MISCELLANEOUS,Returning Customer
[Shippin,[Shipping],6.26E+12,Ontario,12-21-2025 00:57,0,0,0,0,0,Full Price,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Returning Customer
34725,New Balance 9060 Garter Snake / Pearl Grey,6.26E+12,Alberta,12-21-2025 00:58,185,0,175,-10,1,Full Price,GRY,New Balance,Footwear,Womens Footwear,Athletic Casual,Running Inspired,9060,First Time Customer
[Shippin,[Shipping],6.26E+12,Alberta,12-21-2025 00:58,0,0,0,0,0,Full Price,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,First Time Customer
42550,Jordan 1 Mid PS Pearl Pink / Medium Soft Pink - White,6.26E+12,Ontario,12-21-2025 01:00,64,85,64,0,1,Markdown,PNK,Jordan,Footwear,Childrens Footwear,Basketball,Lifestyle,AJ1 MID,First Time Customer
[Shippin,[Shipping],6.26E+12,Ontario,12-21-2025 01:00,0,0,0,0,0,Full Price,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,First Time Customer
34560,Jordan 4 RM Black / Varsity Red - Wolf Grey,6.26E+12,Quebec,12-21-2025 01:02,110,190,100,-10,1,Markdown,BLK,Jordan,Footwear,Mens Footwear,Basketball,Lifestyle,4RM,Returning Customer
[Shippin,[Shipping],6.26E+12,Quebec,12-21-2025 01:02,0,0,0,0,0,Full Price,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Returning Customer
34276,PUMA x LAMELO BALL MB.05 World Tour,6.26E+12,British Columbia,12-21-2025 01:03,120,165,110,-10,1,Markdown,PNK,Puma,Footwear,Mens Footwear,Basketball,Performance,MELO,First Time Customer
[Shippin,[Shipping],6.26E+12,British Columbia,12-21-2025 01:03,0,0,0,0,0,Full Price,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,First Time Customer
34588,adidas Dame X Zero Mountain / Black - Court Green,6.26E+12,Ontario,12-21-2025 01:10,70,120,70,0,1,Markdown,WHT,adidas,Footwear,Mens Footwear,Basketball,Performance,DAME,Returning Customer
43375,adidas Anthony Edwards 2 Acid Orange / Black - With Love,6.26E+12,Ontario,12-21-2025 01:10,110,170,110,0,1,Markdown,ORG,adidas,Footwear,Mens Footwear,Basketball,Performance,A.E,Returning Customer
[Shippin,[Shipping],6.26E+12,Ontario,12-21-2025 01:10,0,0,0,0,0,Full Price,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Returning Customer
28193,adidas Women's Rivarly Mule Core Black / Off White,6.26E+12,Ontario,12-21-2025 01:11,55,130,55,0,1,Markdown,BLK,adidas,Footwear,Womens Footwear,Basketball,Lifestyle,RIVALRY,Returning Customer
[Shippin,[Shipping],6.26E+12,Ontario,12-21-2025 01:11,0,0,0,0,0,Full Price,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Returning Customer
34965,adidas Liverpool 25/26 Third Jersey / Sea Green,6.26E+12,British Columbia,12-21-2025 01:12,120,0,120,0,1,Full Price,GRN,adidas,Apparel,Mens Apparel,Top,Jersey,CLUB JERSEY 25/26,First Time Customer
42412,Air Jordan 8 Retro White / Red - Black,6.26E+12,Ontario,12-21-2025 01:12,270,0,270,0,1,Full Price,WHT,Jordan,Footwear,Mens Footwear,Basketball,Retro,RETRO,First Time Customer
[Shippin,[Shipping],6.26E+12,Ontario,12-21-2025 01:12,0,0,0,0,0,Full Price,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,First Time Customer
[Shippin,[Shipping],6.26E+12,British Columbia,12-21-2025 01:12,0,0,0,0,0,Full Price,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,First Time Customer
34309,Hoka Clifton 10 White / Silver,6.26E+12,Ontario,12-21-2025 01:13,110,180,110,0,1,Markdown,WHT,Hoka,Footwear,Mens Footwear,Running,Lifestyle,CLIFTON,First Time Customer
[Shippin,[Shipping],6.26E+12,Ontario,12-21-2025 01:13,0,0,0,0,0,Full Price,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,First Time Customer
43406,Nike Air Force Black / Red,6.26E+12,Ontario,12-21-2025 01:19,165,0,165,0,1,Full Price,BLK,Nike,Footwear,Mens Footwear,Athletic Casual,Court Inspired,AIR FORCE 1,First Time Customer
[Shippin,[Shipping],6.26E+12,Ontario,12-21-2025 01:19,0,0,0,0,0,Full Price,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,First Time Customer
43390,Nike Sportswear Tech Fleece Jacket Black / Grey,6.26E+12,Ontario,12-21-2025 01:21,195,195,195,0,1,Full Price,GRY,Nike,Apparel,Mens Apparel,Mid Layer,Sweatshirt,,Returning Customer
[Shippin,[Shipping],6.26E+12,Ontario,12-21-2025 01:21,0,0,0,0,0,Full Price,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Returning Customer
19780,Nike Everyday Plus Cushioned Training Ankle Socks (6 Pack) White / Black,6.26E+12,British Columbia,12-21-2025 01:22,34,0,102,0,3,Full Price,WHT,Nike,Accessories,Clothing Accessories,Socks,Quarter,NIKE MISCELLANEOUS,First Time Customer
[Shippin,[Shipping],6.26E+12,British Columbia,12-21-2025 01:22,0,0,0,0,0,Full Price,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,First Time Customer
42837,Juicy Couture Women's Wide Leg Fleece Pants Roses / Liquorice,6.26E+12,Alberta,12-21-2025 01:26,50,98,50,0,1,Markdown,BLK,Juicy Couture,Apparel,Womens Apparel,Bottoms,Pants,,Returning Customer
43102,Hoodrich Women's Oversized Wide Leg Joggers Black / Black Satin,6.26E+12,Alberta,12-21-2025 01:26,80,110,80,0,1,Markdown,BLK,HOODRICH,Apparel,Womens Apparel,Bottoms,Fleece,LUCKY,Returning Customer
43629,True Religion Women's Crystal Wide Leg Pants / Rhubarb,6.26E+12,Alberta,12-21-2025 01:26,100,0,100,0,1,Full Price,RED,True Religion,Apparel,Womens Apparel,Bottoms,Fleece,,Returning Customer
43753,Hoodrich Women's Crystal Wide Leg Joggers Black / Pink Rhinestone,6.26E+12,Alberta,12-21-2025 01:26,90,130,90,0,1,Markdown,BLK,HOODRICH,Apparel,Womens Apparel,Bottoms,Fleece,,Returning Customer
[Shippin,[Shipping],6.26E+12,Alberta,12-21-2025 01:26,0,0,0,0,0,Full Price,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Returning Customer
42701,adidas Women's Samba OG Maroon / Off White - Gum,6.26E+12,Alberta,12-21-2025 01:31,130,0,120,-10,1,Full Price,RED,adidas,Footwear,Womens Footwear,Athletic Casual,Court Inspired,SAMBA,Returning Customer
[Shippin,[Shipping],6.26E+12,Alberta,12-21-2025 01:31,0,0,0,0,0,Full Price,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Returning Customer
34576,Jordan Women's 1 Low SE Worn Blue / White - Gum Light Brown,6.26E+12,Alberta,12-21-2025 01:34,100,165,100,0,1,Markdown,BLU,Jordan,Footwear,Womens Footwear,Basketball,Lifestyle,AJ1 LOW,First Time Customer
42422,Air Jordan 1 Low Black / White / Red,6.26E+12,Alberta,12-21-2025 01:34,120,165,120,0,1,Markdown,BLK,Jordan,Footwear,Mens Footwear,Basketball,Lifestyle,AJ1 LOW,First Time Customer
[Shippin,[Shipping],6.26E+12,Alberta,12-21-2025 01:34,0,0,0,0,0,Full Price,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,First Time Customer
19777,Nike Everyday Plus Cushioned Training No Show Socks (6 Pack) Black / White,6.26E+12,British Columbia,12-21-2025 01:39,34,0,31.47,-2.53,1,Full Price,BLK,Nike,Accessories,Clothing Accessories,Socks,No Show,NIKE MISCELLANEOUS,First Time Customer
34728,New Balance 740 Grey / Frosted Glass,6.26E+12,British Columbia,12-21-2025 01:39,100,140,92.53,-7.47,1,Markdown,GRY,New Balance,Footwear,Womens Footwear,Running,Lifestyle,740,First Time Customer
[Shippin,[Shipping],6.26E+12,British Columbia,12-21-2025 01:39,0,0,0,0,0,Full Price,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,First Time Customer
43332,Unlike Humans Regent Pant / Black,6.26E+12,Ontario,12-21-2025 01:40,80,80,80,0,1,Full Price,BLK,Unlike Humans,Apparel,Mens Apparel,Bottoms,Joggers,,First Time Customer
43353,Unlike Humans Romilly Pant / Washed Storm Cloud,6.26E+12,Ontario,12-21-2025 01:40,80,0,80,0,1,Full Price,GRY,Unlike Humans,Apparel,Mens Apparel,Bottoms,Joggers,,First Time Customer
[Shippin,[Shipping],6.26E+12,Ontario,12-21-2025 01:40,0,0,0,0,0,Full Price,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,First Time Customer
33899,Crocs Women's Classic Floral Cut Out Clog / Chalk,6.26E+12,Ontario,12-21-2025 01:46,30,69.99,30,0,1,Markdown,WHT,Crocs,Footwear,Womens Footwear,Sandals,Clogs,CLASSIC,First Time Customer
34682,adidas Women's Samba OG Wonder Quartz / Wonder Mauve - Gum,6.26E+12,Ontario,12-21-2025 01:46,70,130,70,0,1,Markdown,PNK,adidas,Footwear,Womens Footwear,Athletic Casual,Court Inspired,SAMBA,First Time Customer
[Shippin,[Shipping],6.26E+12,Ontario,12-21-2025 01:46,0,0,0,0,0,Full Price,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,First Time Customer
8225,Nike Air Force 1 '07 White / White - White,6.26E+12,British Columbia,12-21-2025 01:47,150,0,140,-10,1,Full Price,WHT,Nike,Footwear,Mens Footwear,Basketball,Retro,AIR FORCE 1,First Time Customer
22202,adidas Originals Handball Spezial Collegiate Navy / Clear Sk,6.26E+12,British Columbia,12-21-2025 01:47,140,0,140,0,1,Full Price,BLU,adidas,Footwear,Mens Footwear,Athletic Casual,Running Inspired,HANDBALL SPEZIAL,First Time Customer
[Shippin,[Shipping],6.26E+12,British Columbia,12-21-2025 01:47,0,0,0,0,0,Full Price,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,First Time Customer
[Shippin,[Shipping],6.26E+12,British Columbia,12-21-2025 01:47,0,0,0,0,0,Full Price,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,First Time Customer
29740,UGG Juniors' Ultra Mini / Sand,6.26E+12,British Columbia,12-21-2025 01:51,140,140,140,0,1,Full Price,BRN,UGG,Footwear,Junior Footwear,Outdoor/Boots,Fashion,ULTRA MINI,First Time Customer
[Shippin,[Shipping],6.26E+12,British Columbia,12-21-2025 01:51,0,0,0,0,0,Full Price,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,First Time Customer
42651,Hoodrich Tornado Oversized Hoodie Lava Smoke / White / Blue,6.26E+12,Manitoba,12-21-2025 01:54,100,130,100,0,1,Markdown,GRY,HOODRICH,Apparel,Mens Apparel,Mid Layer,Sweatshirt,,Returning Customer
42652,Hoodrich Tornado Oversized Open Hem Jogger Lava Smoke / White - Blue,6.26E+12,Manitoba,12-21-2025 01:54,75,110,75,0,1,Markdown,GRY,HOODRICH,Apparel,Mens Apparel,Bottoms,Joggers,,Returning Customer
43754,Hoodrich Women's Drea Cropped Boxy Hoodie Light Grey Marl / Lava Smoke,6.26E+12,Manitoba,12-21-2025 01:54,70,130,70,0,1,Markdown,GRY,HOODRICH,Apparel,Womens Apparel,Mid Layer,Sweatshirt,,Returning Customer
43755,Hoodrich Women's Drea Wide Leg Joggers Light Grey Marl / Lava Smoke,6.26E+12,Manitoba,12-21-2025 01:54,60,110,60,0,1,Markdown,GRY,HOODRICH,Apparel,Womens Apparel,Bottoms,Fleece,,Returning Customer
[Shippin,[Shipping],6.26E+12,Manitoba,12-21-2025 01:54,0,0,0,0,0,Full Price,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Returning Customer
30973,Nike Tech Fleece Full-Zip Windrunner Hoodie Black / Black,6.26E+12,Ontario,12-21-2025 01:56,160,0,160,0,1,Full Price,BLK,Nike,Apparel,Mens Apparel,Mid Layer,Sweatshirt,TECH FLEECE,Returning Customer
30983,Nike Tech Fleece Joggers Black / Black,6.26E+12,Ontario,12-21-2025 01:56,100,140,100,0,1,Markdown,BLK,Nike,Apparel,Mens Apparel,Bottoms,Joggers,TECH FLEECE,Returning Customer
43483,Nike Sportswear Tech Fleece Open Hem Pants / Black,6.26E+12,Ontario,12-21-2025 01:56,110,150,110,0,1,Markdown,BLK,Nike,Apparel,Mens Apparel,Bottoms,Pants,TECH FLEECE,Returning Customer
[Shippin,[Shipping],6.26E+12,Ontario,12-21-2025 01:56,0,0,0,0,0,Full Price,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Returning Customer
30983,Nike Tech Fleece Joggers Black / Black,6.26E+12,Ontario,12-21-2025 01:59,100,140,100,0,1,Markdown,BLK,Nike,Apparel,Mens Apparel,Bottoms,Joggers,TECH FLEECE,Returning Customer
34576,Jordan Women's 1 Low SE Worn Blue / White - Gum Light Brown,6.26E+12,Alberta,12-21-2025 01:59,100,165,100,0,1,Markdown,BLU,Jordan,Footwear,Womens Footwear,Basketball,Lifestyle,AJ1 LOW,Returning Customer
[Shippin,[Shipping],6.26E+12,Alberta,12-21-2025 01:59,0,0,0,0,0,Full Price,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Returning Customer
[Shippin,[Shipping],6.26E+12,Ontario,12-21-2025 01:59,0,0,0,0,0,Full Price,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Returning Customer
