SKU,Product Title,Order ID,Shipping Province,Date,Product Price,Compare At price,Net Sales,Discount,Net Quantity,Status,Color,Brand,Group,Department,Class,Sub-Class,Collection,Customer Type
41927,Jordan 4 Retro Cave Stone / Black - Moon Particle,6.11E+12,Ontario,10-05-2025 00:14,280,0,280,0,1,Full Price,BLK,Jordan,Footwear,Mens Footwear,Basketball,Lifestyle,Jordan 4 Retro Cave Stone / Black - Moon Particle,Returning Customer
42073,Nike Club Fleece Pullover Graphic Hoodie Black / White,6.11E+12,Ontario,10-05-2025 00:14,95,0,95,0,1,Full Price,BLK,Nike,Apparel,Mens Apparel,Mid Layer,Sweatshirt,Nike Club Fleece Pullover Graphic Hoodie Black / White,Returning Customer
42267,Sonneti Jolla Swim Shorts / Black,6.11E+12,Alberta,10-05-2025 00:14,10,35,10,0,1,Markdown,BLK,Sonneti,Apparel,Mens Apparel,Swimwear,Swim Shorts,Sonneti Jolla Swim Shorts / Black,First Time Customer
42989,Supply & Demand Lamar Hoodie / Black,6.11E+12,Ontario,10-05-2025 00:14,95,0,95,0,1,Full Price,BLK,Supply and Demand,Apparel,Mens Apparel,Mid Layer,Sweatshirt,Supply & Demand Lamar Hoodie / Black,Returning Customer
[Shippin,[Shipping],6.11E+12,Ontario,10-05-2025 00:14,0,0,0,0,0,Full Price,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Returning Customer
[Shippin,[Shipping],6.11E+12,Alberta,10-05-2025 00:14,0,0,0,0,0,Full Price,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,First Time Customer
29232,Nike NOCTA NRG Cardinal Fleece Pullover Hoodie Black / White,6.11E+12,British Columbia,10-05-2025 00:17,150,0,150,0,1,Full Price,BLK,Nike,Apparel,Mens Apparel,Mid Layer,Sweatshirt,Nike NOCTA NRG Cardinal Fleece Pullover Hoodie Black / White,Returning Customer
29235,Nike Nocta Cardinal Fleece Open Hem Sweatpants Black / White,6.11E+12,British Columbia,10-05-2025 00:17,130,0,130,0,1,Full Price,BLK,Nike,Apparel,Mens Apparel,Bottoms,Joggers,Nike NOCTA Fleece CS Open-Hem Sweatpants Black / White,Returning Customer
29358,Nike NOCTA Cardinal Woven Fleece Open Hem Pants Dark Grey Heather/Black,6.11E+12,British Columbia,10-05-2025 00:17,130,0,130,0,1,Full Price,GRY,Nike,Apparel,Mens Apparel,Bottoms,Joggers,Nike NOCTA Fleece CS Open-Hem Sweatpants / Dark Grey Heather,Returning Customer
42058,Nike NOCTA Cardinal CS Cardinal T-Shirt Light Orewood Brown / Team Red,6.11E+12,British Columbia,10-05-2025 00:17,55,0,55,0,1,Full Price,BRN,Nike,Apparel,Mens Apparel,Top,Basic T-shirt,Nike NOCTA CARDINAL CS CardT-Shirt Lght Orewood Brwn /  Red,Returning Customer
42120,Nike NOCTA NRG CS Cardinal T-Shirt Black / White,6.11E+12,British Columbia,10-05-2025 00:17,55,0,55,0,1,Full Price,BLK,Nike,Apparel,Mens Apparel,Top,Basic T-shirt,Nike NOCTA CS Cardinal T-Shirt Black / White,Returning Customer
43003,Supply & Demand Commander Jacket / Black,6.11E+12,Ontario,10-05-2025 00:17,150,0,150,0,1,Full Price,BLK,Supply and Demand,Apparel,Mens Apparel,Jacket,Other,Supply & Demand Commander Jacket / Black,First Time Customer
[Shippin,[Shipping],6.11E+12,Ontario,10-05-2025 00:17,0,0,0,0,0,Full Price,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,First Time Customer
[Shippin,[Shipping],6.11E+12,British Columbia,10-05-2025 00:17,0,0,0,0,0,Full Price,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Returning Customer
30037,Sonneti Basic No-Show Socks 6-Pack White / Black,6.11E+12,Alberta,10-05-2025 00:21,10,18,10,0,1,Markdown,MUL,Sonneti,Accessories,Clothing Accessories,Socks,No Show,$JD Sonneti Basic No-Show Socks 6-Pack White / Black,First Time Customer
31112,adidas Women's Samba OG Black / Carbon,6.11E+12,Alberta,10-05-2025 00:21,85,130,85,0,1,Markdown,BLK,adidas,Footwear,Womens Footwear,Athletic Casual,Court Inspired,adidas Women's Samba OG Black / Carbon,First Time Customer
34051,Juicy Couture Women's Seamless Baby Tee / Fanciful,6.11E+12,Alberta,10-05-2025 00:21,10,45,10,0,1,Markdown,PNK,Juicy Couture,Apparel,Womens Apparel,Top,Crop,Juicy Couture Women's Seamless Baby Tee / Fanciful,First Time Customer
[Shippin,[Shipping],6.11E+12,Alberta,10-05-2025 00:21,0,0,0,0,0,Full Price,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,First Time Customer
26304,On Women's Cloudmonster Black / Magnet,6.11E+12,British Columbia,10-05-2025 00:27,220,0,220,0,1,Full Price,BLK,On,Footwear,Womens Footwear,Running,Technical,On Women's Cloudmonster Black / Magnet,First Time Customer
42113,UGG Women's Goldenstar Clog / Dusted Cocoa,6.11E+12,British Columbia,10-05-2025 00:27,165,0,165,0,1,Full Price,BRN,UGG,Footwear,Womens Footwear,Sandals,Clogs,UGG Women's Goldenstar Clog / Dusted Cocoa,First Time Customer
[Shippin,[Shipping],6.11E+12,British Columbia,10-05-2025 00:27,0,0,0,0,0,Full Price,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,First Time Customer
43080,New Era Los Angeles Dodgers 9FORTY A-Frame Chrome / Black,6.11E+12,British Columbia,10-05-2025 00:31,39,0,39,0,1,Full Price,MUL,New Era,Accessories,Clothing Accessories,Headwear,Snapback,New Era Los Angeles Dodgers 9FORTY A-Frame Chrome / Black,First Time Customer
[Shippin,[Shipping],6.11E+12,British Columbia,10-05-2025 00:31,0,0,0,0,0,Full Price,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,First Time Customer
37213,adidas Originals Top Ten 2000 Core Black / Cloud White - Silver Metallic,6.11E+12,Saskatchewan,10-05-2025 00:39,200,0,200,0,1,Full Price,BLK,adidas,Footwear,Mens Footwear,Basketball,Lifestyle,adidas Top 10 2000 Black / White,First Time Customer
[Shippin,[Shipping],6.11E+12,Saskatchewan,10-05-2025 00:39,0,0,0,0,0,Full Price,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,First Time Customer
43109,True Religion Baggy Big T Sweatpants / Jet Black,6.11E+12,Quebec,10-05-2025 00:42,140,0,140,0,1,Full Price,BLK,True Religion,Apparel,Mens Apparel,Bottoms,Joggers,True Religion Baggy Big T Sweatpants / Jet Black,Returning Customer
[Shippin,[Shipping],6.11E+12,Quebec,10-05-2025 00:42,0,0,0,0,0,Full Price,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Returning Customer
43096,Hoodrich Women's Oversized Hoodie Black / Silver Rhinestone,6.11E+12,British Columbia,10-05-2025 00:43,130,0,130,0,1,Full Price,BLK,HOODRICH,Apparel,Womens Apparel,Mid Layer,Sweatshirt,$JD Hoodrich Women's Oversized Hoodie Black / Silver Rhines,Returning Customer
[Shippin,[Shipping],6.11E+12,British Columbia,10-05-2025 00:43,0,0,0,0,0,Full Price,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Returning Customer
30412,Nike Women's Shox R4 Black / Metallic Silver - Racer Blue,6.11E+12,Alberta,10-05-2025 00:52,75,190,150,0,2,Markdown,BLK,Nike,Footwear,Womens Footwear,Running,Lifestyle,Nike Women's Shox R4 Black / Metallic Silver - Racer Blue,First Time Customer
[Shippin,[Shipping],6.11E+12,Alberta,10-05-2025 00:52,0,0,0,0,0,Full Price,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,First Time Customer
29457,Timberland Authentic 7-Eye Chukka / Wheat,6.11E+12,Alberta,10-05-2025 01:04,80,200,80,0,1,Markdown,BRN,Timberland,Footwear,Mens Footwear,Outdoor/Boots,Fashion,Timberland Authentic 7-Eye Chukka / Wheat,Returning Customer
31314,Nike Women's Calm Slide / Red Sepia,6.11E+12,Alberta,10-05-2025 01:04,45,70,45,0,1,Markdown,RED,Nike,Footwear,Womens Footwear,Sandals,Lifestyle Slide,Nike Women's Calm Slide / Red Sepia,Returning Customer
[Shippin,[Shipping],6.11E+12,Alberta,10-05-2025 01:04,0,0,0,0,0,Full Price,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Returning Customer
34124,Supply & Demand Irvine Graphic T-Shirt / Washed Black,6.11E+12,British Columbia,10-05-2025 01:11,55,0,55,0,1,Full Price,BLK,Supply and Demand,Apparel,Mens Apparel,Top,Graphic T-shirt,Supply & Demand Irvine Graphic T-Shirt / Washed Black,Returning Customer
44038,Hoodrich Ash V2 Oversized T-shirt / Egret,6.11E+12,British Columbia,10-05-2025 01:11,65,0,65,0,1,Full Price,WHT,HOODRICH,Apparel,Mens Apparel,Top,Graphic T-shirt,$JD Hoodrich Ash V2 Oversized T-shirt / Egret,Returning Customer
[Shippin,[Shipping],6.11E+12,British Columbia,10-05-2025 01:11,0,0,0,0,0,Full Price,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Returning Customer
27973,Hoodrich Territory Pullover Hoodie Black / Camo - Clear Sky,6.11E+12,British Columbia,10-05-2025 01:12,60,150,56.25,-3.75,1,Markdown,BLK,HOODRICH,Apparel,Mens Apparel,Mid Layer,Sweatshirt,Hoodrich Territory Pullover Hoodie Black / Camo - Clear Sky,Returning Customer
33943,Supply & Demand Ashburn Pullover Hoodie / Dark Grey,6.11E+12,British Columbia,10-05-2025 01:12,30,95,28.12,-1.88,1,Markdown,GRY,Supply and Demand,Apparel,Mens Apparel,Mid Layer,Sweatshirt,Supply & Demand Ashburn Pullover Hoodie / Dark Grey,Returning Customer
34058,Hoodrich Rite Oversized Pullover Hoodie Black / White - Lava Smoke,6.11E+12,British Columbia,10-05-2025 01:12,70,130,65.63,-4.37,1,Markdown,BLK,HOODRICH,Apparel,Mens Apparel,Mid Layer,Sweatshirt,Hoodrich Rite Oversized Pullover Hoodie Black / White - Lava,Returning Customer
[Shippin,[Shipping],6.11E+12,British Columbia,10-05-2025 01:12,0,0,0,0,0,Full Price,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Returning Customer
34728,New Balance 740 Grey / Frosted Glass,6.11E+12,Ontario,10-05-2025 01:18,140,0,140,0,1,Full Price,GRY,New Balance,Footwear,Womens Footwear,Running,Lifestyle,New Balance 740 Grey / Frosted Glass,Returning Customer
[Shippin,[Shipping],6.11E+12,Ontario,10-05-2025 01:18,0,0,0,0,0,Full Price,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Returning Customer
32088,PUMA Women's Palermo Leather White / Vapor Grey - Gum,6.11E+12,Alberta,10-05-2025 01:21,65,120,59.8,-5.2,1,Markdown,WHT,Puma,Footwear,Womens Footwear,Athletic Casual,Court Inspired,PUMA Women's Palermo Leather White / Vapor Grey - Gum,Returning Customer
34739,adidas Children's Campus 00s Cloud Pink / White - Gum,6.11E+12,Alberta,10-05-2025 01:21,60,90,55.2,-4.8,1,Markdown,PNK,adidas,Footwear,Childrens Footwear,Athletic Casual,Skate Inspired,adidas Children's Campus 00s Cloud Pink / White - Gum,Returning Customer
[Shippin,[Shipping],6.11E+12,Alberta,10-05-2025 01:21,0,0,0,0,0,Full Price,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Returning Customer
33411,New Balance 740 Black / Black,6.11E+12,British Columbia,10-05-2025 01:38,140,0,140,0,1,Full Price,BLK,New Balance,Footwear,Mens Footwear,Running,Lifestyle,New Balance 740 Black / Black Cement,First Time Customer
[Shippin,[Shipping],6.11E+12,British Columbia,10-05-2025 01:38,0,0,0,0,0,Full Price,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,First Time Customer
30039,Sonneti Basic Crew Socks 6-Pack White / Black,6.11E+12,British Columbia,10-05-2025 01:42,10,20,10,0,1,Markdown,MUL,Sonneti,Accessories,Clothing Accessories,Socks,Crew,$JD Sonneti Basic Crew Socks 6-Pack White / Black,Returning Customer
30860,ASICS GEL-1130 Glacier Grey / Black,6.11E+12,British Columbia,10-05-2025 01:42,90,130,90,0,1,Markdown,GRY,ASICS,Footwear,Womens Footwear,Running,Lifestyle,ASICS GEL-1130 Glacier Grey / Black,Returning Customer
[Shippin,[Shipping],6.11E+12,British Columbia,10-05-2025 01:42,0,0,0,0,0,Full Price,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Returning Customer
21329,Nike Club Unstructured Futura Wash Cap / Red,6.11E+12,British Columbia,10-05-2025 01:51,15,30,15,0,1,Markdown,RED,Nike,Accessories,Clothing Accessories,Headwear,Strapback,Nike Club Futura Wash Cap / Red,First Time Customer
32416,Crocs Classic Clog / Mystic Purple,6.11E+12,British Columbia,10-05-2025 01:51,35,65,35,0,1,Markdown,PUR,Crocs,Footwear,Womens Footwear,Sandals,Clogs,Crocs Classic Clog / Mystic Purple,First Time Customer
43132,47 Brand x Carhartt Los Angeles Dodgers Clean Up Cap / Brown,6.11E+12,British Columbia,10-05-2025 01:51,50,0,50,0,1,Full Price,BRN,47 Brand,Accessories,Clothing Accessories,Headwear,Strapback,47 Brand x Carhartt Los Angeles Dodgers Clean Up Cap / Brown,First Time Customer
[Shippin,[Shipping],6.11E+12,British Columbia,10-05-2025 01:51,0,0,0,0,0,Full Price,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,First Time Customer
33890,Nike Sportswear Sole Food Graphic T-Shirt / White,6.11E+12,British Columbia,10-05-2025 01:55,30,48,30,0,1,Markdown,WHT,Nike,Apparel,Mens Apparel,Top,Graphic T-shirt,$JD U NSW TEE M90 OC SOLE FOOD / WHITE,First Time Customer
42126,Jordan Brooklyn Varsity Fleece Pullover Hoodie Black / White,6.11E+12,British Columbia,10-05-2025 01:55,85,0,85,0,1,Full Price,BLK,Jordan,Apparel,Mens Apparel,Mid Layer,Sweatshirt,Jordan Brooklyn Varsity Fleece Pullover Hoodie Black / White,First Time Customer
42127,Jordan Brooklyn Varsity Fleece Joggers Black / White,6.11E+12,British Columbia,10-05-2025 01:55,80,0,80,0,1,Full Price,BLK,Jordan,Apparel,Mens Apparel,Bottoms,Track Pants,Jordan Brooklyn Varsity Fleece Joggers Black / White,First Time Customer
[Shippin,[Shipping],6.11E+12,British Columbia,10-05-2025 01:55,0,0,0,0,0,Full Price,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,First Time Customer
33930,Ed Hardy Crawling Tiger Graphic T-Shirt / Ivory,6.11E+12,Quebec,10-05-2025 02:04,20,75,20,0,1,Markdown,WHT,Ed Hardy,Apparel,Mens Apparel,Top,Graphic T-shirt,Ed Hardy Crawling Tiger Graphic T-Shirt / Ivory,Returning Customer
42670,Hoodrich Rebellion Straight Leg Denim / Grey,6.11E+12,Quebec,10-05-2025 02:04,150,0,150,0,1,Full Price,GRY,HOODRICH,Apparel,Mens Apparel,Bottoms,Jeans,$JD Hoodrich Rebellion Straight Leg Denim / Grey,Returning Customer
[Shippin,[Shipping],6.11E+12,Quebec,10-05-2025 02:04,0,0,0,0,0,Full Price,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Returning Customer
43120,True Religion Big T Fashion Cargo Pant / Brown Acid Wash,6.11E+12,Newfoundland and Labrador,10-05-2025 02:06,180,0,180,0,1,Full Price,BRN,True Religion,Apparel,Mens Apparel,Bottoms,Pants,True Religion Big T Fashion Cargo Pant / Brown Acid Wash,Returning Customer
[Shippin,[Shipping],6.11E+12,Newfoundland and Labrador,10-05-2025 02:06,0,0,0,0,0,Full Price,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Returning Customer
26816,Jordan Medium Duffel / Gym Red,6.11E+12,Alberta,10-05-2025 02:13,30,60,30,0,1,Markdown,RED,Jordan,Accessories,Other Accessories,Bags,Duffle,Air Jordan Med Duffel / Gym Red,Returning Customer
27459,Nike Club Barcelona Pants / Black,6.11E+12,Alberta,10-05-2025 02:13,45,100,45,0,1,Markdown,BLK,Nike,Apparel,Mens Apparel,Bottoms,Pants,Nike Club Barcelona Pants / Black,Returning Customer
28524,Nike Terra Futura365 Short-Cuff Beanie / Black,6.11E+12,Alberta,10-05-2025 02:13,30,0,30,0,1,Full Price,BLK,Nike,Accessories,Clothing Accessories,Headwear,Beanie,Nike Terra Futura365 Short-Cuff Beanie / Black,Returning Customer
[Shippin,[Shipping],6.11E+12,Alberta,10-05-2025 02:13,0,0,0,0,0,Full Price,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Returning Customer
34676,Mayfair Women's You Are Enough Fitted tee / White,6.11E+12,Alberta,10-05-2025 02:15,35,68,35,0,1,Markdown,WHT,The Mayfair Group,Apparel,Womens Apparel,Top,Basic T-shirt,Mayfair Women's You Are Enough Relaxed T-Shirt / White,Returning Customer
34740,adidas Women's Adicolor Classic Firebird Loose Trackpants Better Scarlet / White,6.11E+12,Alberta,10-05-2025 02:15,90,0,90,0,1,Full Price,RED,adidas,Apparel,Womens Apparel,Bottoms,Track Pants,adidas Women's Adicolor Classic Firebird Loose Trackpants Be,Returning Customer
43666,Mayfair Women's It Costs $0 Oversized Tee / Cream,6.11E+12,Alberta,10-05-2025 02:15,35,78,35,0,1,Markdown,BRN,The Mayfair Group,Apparel,Womens Apparel,Top,Graphic T-shirt,Mayfair Women's It Costs $0 Oversized Tee / Cream,Returning Customer
[Shippin,[Shipping],6.11E+12,Alberta,10-05-2025 02:15,0,0,0,0,0,Full Price,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Returning Customer
30928,Sonneti London Fleece Joggers / Desert Sage,6.11E+12,British Columbia,10-05-2025 02:17,20,55,20,0,1,Markdown,GRN,Sonneti,Apparel,Mens Apparel,Bottoms,Joggers,Sonneti London Fleece Joggers / Desert Sage,Returning Customer
34025,Sonneti London T-Shirt / Paisley Purple,6.11E+12,British Columbia,10-05-2025 02:17,10,30,10,0,1,Markdown,PUR,Sonneti,Apparel,Mens Apparel,Top,Basic T-shirt,Sonneti London T-Shirt / Paisley Purple,Returning Customer
42251,Sonneti World Graphic T-Shirt / Optic White,6.11E+12,British Columbia,10-05-2025 02:17,15,30,15,0,1,Markdown,WHT,Sonneti,Apparel,Mens Apparel,Top,Graphic T-shirt,Sonneti World Graphic T-Shirt / Optic White,Returning Customer
42252,Sonneti Lemons Graphic T-Shirt / Black,6.11E+12,British Columbia,10-05-2025 02:17,10,30,10,0,1,Markdown,BLK,Sonneti,Apparel,Mens Apparel,Top,Graphic T-shirt,Sonneti Lemons Graphic T-Shirt / Black,Returning Customer
[Shippin,[Shipping],6.11E+12,British Columbia,10-05-2025 02:17,0,0,0,0,0,Full Price,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Returning Customer
27459,Nike Club Barcelona Pants / Black,6.11E+12,Nova Scotia,10-05-2025 02:24,45,100,45,0,1,Markdown,BLK,Nike,Apparel,Mens Apparel,Bottoms,Pants,Nike Club Barcelona Pants / Black,First Time Customer
29731,The North Face Easy Wind Track Jacket / TNF Black,6.11E+12,Nova Scotia,10-05-2025 02:24,90,135,90,0,1,Markdown,BLK,The North Face,Apparel,Mens Apparel,Jacket,Track,The North Face Easy Wind Track Jacket / TNF Black,First Time Customer
33977,Supply & Demand Brandon Pants / Grey,6.11E+12,Nova Scotia,10-05-2025 02:24,25,75,25,0,1,Markdown,GRY,Supply and Demand,Apparel,Mens Apparel,Bottoms,Track Pants,Supply & Demand Brandon Pants / Grey,First Time Customer
34077,Hoodrich Chroma Oversized Waffle T-Shirt Black / White,6.11E+12,Nova Scotia,10-05-2025 02:24,30,65,30,0,1,Markdown,BLK,HOODRICH,Apparel,Mens Apparel,Top,Graphic T-shirt,Hoodrich Chroma Oversized Waffle T-Shirt Black / White,First Time Customer
34347,Hoodrich Chroma Oversized Graphic T-Shirt Black / Grey,6.11E+12,Nova Scotia,10-05-2025 02:24,50,85,50,0,1,Markdown,BLK,HOODRICH,Apparel,Mens Apparel,Top,Graphic T-shirt,Hoodrich Chroma Oversized Graphic T-Shirt Black / Grey,First Time Customer
34352,Hoodrich Galaxy Woven Jacket Black / Asphalt - White,6.11E+12,Nova Scotia,10-05-2025 02:24,90,150,90,0,1,Markdown,BLK,HOODRICH,Apparel,Mens Apparel,Jacket,Track,Hoodrich Galaxy Woven Jacket Black / Asphalt - White,First Time Customer
34414,Unlike Humans Fremont Graphic T-shirt / Windsor Wine,6.11E+12,Nova Scotia,10-05-2025 02:24,35,50,35,0,1,Markdown,RED,Unlike Humans,Apparel,Mens Apparel,Top,Graphic T-shirt,Unlike Humans $JD Fremont Tee / Windsor Wine,First Time Customer
[Shippin,[Shipping],6.11E+12,Nova Scotia,10-05-2025 02:24,0,0,0,0,0,Full Price,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,First Time Customer
8488,Nike Women's Blazer Mid '77 White / Black,6.11E+12,British Columbia,10-05-2025 02:36,70,140,70,0,1,Markdown,WHT,Nike,Footwear,Womens Footwear,Basketball,Lifestyle,Nike Women's Blazer Mid '77 White / Black,Returning Customer
[Shippin,[Shipping],6.11E+12,British Columbia,10-05-2025 02:36,0,0,0,0,0,Full Price,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Returning Customer
42114,UGG Women's Goldenstar Clog / Chestnut,6.11E+12,Ontario,10-05-2025 03:03,165,0,165,0,1,Full Price,BRN,UGG,Footwear,Womens Footwear,Sandals,Clogs,UGG Women's Goldenstar Clog / Chestnut,Returning Customer
[Shippin,[Shipping],6.11E+12,Ontario,10-05-2025 03:03,0,0,0,0,0,Full Price,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Returning Customer
34061,Hoodrich Motif Oversized Graphic T-Shirt Monument / White - Lava Smoke,6.11E+12,Ontario,10-05-2025 03:12,45,75,45,0,1,Markdown,GRY,HOODRICH,Apparel,Mens Apparel,Top,Graphic T-shirt,Hoodrich Motif Oversized Graphic T-Shirt Monument / White -,First Time Customer
[Shippin,[Shipping],6.11E+12,Ontario,10-05-2025 03:12,0,0,0,0,0,Full Price,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,First Time Customer
34847,Nike NOCTA S.S.C. Cap Black / White,6.11E+12,Ontario,10-05-2025 03:15,35,0,35,0,1,Full Price,BLK,Nike,Accessories,Clothing Accessories,Headwear,Strapback,Nike NOCTA S.S.C. Cap Black / White,Returning Customer
41972,Nike Rise Structured Trucker Cap Black/ Black,6.11E+12,Ontario,10-05-2025 03:15,35,0,35,0,1,Full Price,BLK,Nike,Accessories,Clothing Accessories,Headwear,Trucker,Nike Rise Structured Trucker Cap Black/ Black,Returning Customer
43334,New Era Chicago White Sox 9FORTY AF Black/Black,6.11E+12,Ontario,10-05-2025 03:15,39,0,39,0,1,Full Price,BLK,New Era,Accessories,Clothing Accessories,Headwear,Snapback,New Era Chicago White Sox 9FORTY AF Black/Black,Returning Customer
[Shippin,[Shipping],6.11E+12,Ontario,10-05-2025 03:15,0,0,0,0,0,Full Price,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Returning Customer
25818,Nike Sportswear Club Fleece Juniors' Full Zip Hoodie Black / White,6.11E+12,Nova Scotia,10-05-2025 03:22,60,0,60,0,1,Full Price,BLK,Nike,Apparel,Junior Apparel,Mid Layer,Sweatshirt,Nike Sportswear Club Fleece Junior's Full-Zip Hoodie Blk / W,Returning Customer
